city,state,house_type,price,year,month,time
San Francisco,CA,5,2020762.0,2017,01,2017-01
Berkeley,CA,5,1733406.0,2017,01,2017-01
Mountain View,CA,5,2378062.0,2017,01,2017-01
Palo Alto,CA,5,3546129.0,2017,01,2017-01
Foster City,CA,5,1861192.0,2017,01,2017-01
San Francisco,CA,5,2020575.0,2017,02,2017-02
Berkeley,CA,5,1740645.0,2017,02,2017-02
Mountain View,CA,5,2395924.0,2017,02,2017-02
Palo Alto,CA,5,3577305.0,2017,02,2017-02
Foster City,CA,5,1876193.0,2017,02,2017-02
San Francisco,CA,5,2025187.0,2017,03,2017-03
Berkeley,CA,5,1757251.0,2017,03,2017-03
Mountain View,CA,5,2408109.0,2017,03,2017-03
Palo Alto,CA,5,3602516.0,2017,03,2017-03
Foster City,CA,5,1878977.0,2017,03,2017-03
San Francisco,CA,5,2040939.0,2017,04,2017-04
Berkeley,CA,5,1769327.0,2017,04,2017-04
Mountain View,CA,5,2419578.0,2017,04,2017-04
Palo Alto,CA,5,3637866.0,2017,04,2017-04
Foster City,CA,5,1887585.0,2017,04,2017-04
San Francisco,CA,5,2069348.0,2017,05,2017-05
Berkeley,CA,5,1780774.0,2017,05,2017-05
Mountain View,CA,5,2432668.0,2017,05,2017-05
Palo Alto,CA,5,3683630.0,2017,05,2017-05
Foster City,CA,5,1902203.0,2017,05,2017-05
San Francisco,CA,5,2097818.0,2017,06,2017-06
Berkeley,CA,5,1796779.0,2017,06,2017-06
Mountain View,CA,5,2457619.0,2017,06,2017-06
Palo Alto,CA,5,3737508.0,2017,06,2017-06
Foster City,CA,5,1917718.0,2017,06,2017-06
San Francisco,CA,5,2100283.0,2017,07,2017-07
Berkeley,CA,5,1825042.0,2017,07,2017-07
Mountain View,CA,5,2482105.0,2017,07,2017-07
Palo Alto,CA,5,3767988.0,2017,07,2017-07
Foster City,CA,5,1943794.0,2017,07,2017-07
San Francisco,CA,5,2105500.0,2017,08,2017-08
Berkeley,CA,5,1843543.0,2017,08,2017-08
Mountain View,CA,5,2513828.0,2017,08,2017-08
Palo Alto,CA,5,3795127.0,2017,08,2017-08
Foster City,CA,5,1966585.0,2017,08,2017-08
San Francisco,CA,5,2110011.0,2017,09,2017-09
Berkeley,CA,5,1867178.0,2017,09,2017-09
Mountain View,CA,5,2554944.0,2017,09,2017-09
Palo Alto,CA,5,3859616.0,2017,09,2017-09
Foster City,CA,5,1987617.0,2017,09,2017-09
San Francisco,CA,5,2128246.0,2017,10,2017-10
Berkeley,CA,5,1881877.0,2017,10,2017-10
Mountain View,CA,5,2602607.0,2017,10,2017-10
Palo Alto,CA,5,3943073.0,2017,10,2017-10
Foster City,CA,5,2023769.0,2017,10,2017-10
San Francisco,CA,5,2148356.0,2017,11,2017-11
Berkeley,CA,5,1906542.0,2017,11,2017-11
Mountain View,CA,5,2660339.0,2017,11,2017-11
Palo Alto,CA,5,4040157.0,2017,11,2017-11
Foster City,CA,5,2073139.0,2017,11,2017-11
San Francisco,CA,5,2174504.0,2017,12,2017-12
Berkeley,CA,5,1932855.0,2017,12,2017-12
Mountain View,CA,5,2721543.0,2017,12,2017-12
Palo Alto,CA,5,4119688.0,2017,12,2017-12
Foster City,CA,5,2120340.0,2017,12,2017-12
San Francisco,CA,5,2196559.0,2018,01,2018-01
Berkeley,CA,5,1962495.0,2018,01,2018-01
Mountain View,CA,5,2783453.0,2018,01,2018-01
Palo Alto,CA,5,4212905.0,2018,01,2018-01
Foster City,CA,5,2149333.0,2018,01,2018-01
San Francisco,CA,5,2218799.0,2018,02,2018-02
Berkeley,CA,5,1980994.0,2018,02,2018-02
Mountain View,CA,5,2834847.0,2018,02,2018-02
Palo Alto,CA,5,4297279.0,2018,02,2018-02
Foster City,CA,5,2160417.0,2018,02,2018-02
San Francisco,CA,5,2254225.0,2018,03,2018-03
Berkeley,CA,5,1994226.0,2018,03,2018-03
Mountain View,CA,5,2873320.0,2018,03,2018-03
Palo Alto,CA,5,4370720.0,2018,03,2018-03
Foster City,CA,5,2191076.0,2018,03,2018-03
San Francisco,CA,5,2290930.0,2018,04,2018-04
Berkeley,CA,5,2014476.0,2018,04,2018-04
Mountain View,CA,5,2901355.0,2018,04,2018-04
Palo Alto,CA,5,4396556.0,2018,04,2018-04
Foster City,CA,5,2227352.0,2018,04,2018-04
San Francisco,CA,5,2308713.0,2018,05,2018-05
Berkeley,CA,5,2045020.0,2018,05,2018-05
Mountain View,CA,5,2949780.0,2018,05,2018-05
Palo Alto,CA,5,4446451.0,2018,05,2018-05
Foster City,CA,5,2276035.0,2018,05,2018-05
San Francisco,CA,5,2334182.0,2018,06,2018-06
Berkeley,CA,5,2061898.0,2018,06,2018-06
Mountain View,CA,5,2994176.0,2018,06,2018-06
Palo Alto,CA,5,4486827.0,2018,06,2018-06
Foster City,CA,5,2302985.0,2018,06,2018-06
San Francisco,CA,5,2387892.0,2018,07,2018-07
Berkeley,CA,5,2044278.0,2018,07,2018-07
Mountain View,CA,5,3049281.0,2018,07,2018-07
Palo Alto,CA,5,4547711.0,2018,07,2018-07
Foster City,CA,5,2320390.0,2018,07,2018-07
San Francisco,CA,5,2444832.0,2018,08,2018-08
Berkeley,CA,5,2022018.0,2018,08,2018-08
Mountain View,CA,5,3063819.0,2018,08,2018-08
Palo Alto,CA,5,4551564.0,2018,08,2018-08
Foster City,CA,5,2336499.0,2018,08,2018-08
San Francisco,CA,5,2478703.0,2018,09,2018-09
Berkeley,CA,5,2005794.0,2018,09,2018-09
Mountain View,CA,5,3057600.0,2018,09,2018-09
Palo Alto,CA,5,4517786.0,2018,09,2018-09
Foster City,CA,5,2346010.0,2018,09,2018-09
San Francisco,CA,5,2483677.0,2018,10,2018-10
Berkeley,CA,5,2001078.0,2018,10,2018-10
Mountain View,CA,5,3030001.0,2018,10,2018-10
Palo Alto,CA,5,4472208.0,2018,10,2018-10
Foster City,CA,5,2339605.0,2018,10,2018-10
San Francisco,CA,5,2475951.0,2018,11,2018-11
Berkeley,CA,5,1993222.0,2018,11,2018-11
Mountain View,CA,5,2994444.0,2018,11,2018-11
Palo Alto,CA,5,4409502.0,2018,11,2018-11
Foster City,CA,5,2306983.0,2018,11,2018-11
San Francisco,CA,5,2460716.0,2018,12,2018-12
Berkeley,CA,5,1970835.0,2018,12,2018-12
Mountain View,CA,5,2944302.0,2018,12,2018-12
Palo Alto,CA,5,4344704.0,2018,12,2018-12
Foster City,CA,5,2274248.0,2018,12,2018-12
San Francisco,CA,5,2470256.0,2019,01,2019-01
Berkeley,CA,5,1954038.0,2019,01,2019-01
Mountain View,CA,5,2884194.0,2019,01,2019-01
Palo Alto,CA,5,4257885.0,2019,01,2019-01
Foster City,CA,5,2251301.0,2019,01,2019-01
San Francisco,CA,5,2481453.0,2019,02,2019-02
Berkeley,CA,5,1948554.0,2019,02,2019-02
Mountain View,CA,5,2842440.0,2019,02,2019-02
Palo Alto,CA,5,4199074.0,2019,02,2019-02
Foster City,CA,5,2256354.0,2019,02,2019-02
San Francisco,CA,5,2494409.0,2019,03,2019-03
Berkeley,CA,5,1944662.0,2019,03,2019-03
Mountain View,CA,5,2816472.0,2019,03,2019-03
Palo Alto,CA,5,4154841.0,2019,03,2019-03
Foster City,CA,5,2264047.0,2019,03,2019-03
San Francisco,CA,5,2491241.0,2019,04,2019-04
Berkeley,CA,5,1952899.0,2019,04,2019-04
Mountain View,CA,5,2822611.0,2019,04,2019-04
Palo Alto,CA,5,4164990.0,2019,04,2019-04
Foster City,CA,5,2273268.0,2019,04,2019-04
San Francisco,CA,5,2511105.0,2019,05,2019-05
Berkeley,CA,5,1969374.0,2019,05,2019-05
Mountain View,CA,5,2817926.0,2019,05,2019-05
Palo Alto,CA,5,4165296.0,2019,05,2019-05
Foster City,CA,5,2283643.0,2019,05,2019-05
San Francisco,CA,5,2527536.0,2019,06,2019-06
Berkeley,CA,5,1992897.0,2019,06,2019-06
Mountain View,CA,5,2806879.0,2019,06,2019-06
Palo Alto,CA,5,4152847.0,2019,06,2019-06
Foster City,CA,5,2269470.0,2019,06,2019-06
San Francisco,CA,5,2543050.0,2019,07,2019-07
Berkeley,CA,5,2008003.0,2019,07,2019-07
Mountain View,CA,5,2783017.0,2019,07,2019-07
Palo Alto,CA,5,4111995.0,2019,07,2019-07
Foster City,CA,5,2245967.0,2019,07,2019-07
San Francisco,CA,5,2538888.0,2019,08,2019-08
Berkeley,CA,5,2007549.0,2019,08,2019-08
Mountain View,CA,5,2757462.0,2019,08,2019-08
Palo Alto,CA,5,4070682.0,2019,08,2019-08
Foster City,CA,5,2196771.0,2019,08,2019-08
San Francisco,CA,5,2548897.0,2019,09,2019-09
Berkeley,CA,5,2005889.0,2019,09,2019-09
Mountain View,CA,5,2761582.0,2019,09,2019-09
Palo Alto,CA,5,4069450.0,2019,09,2019-09
Foster City,CA,5,2186153.0,2019,09,2019-09
San Francisco,CA,5,2581158.0,2019,10,2019-10
Berkeley,CA,5,2006392.0,2019,10,2019-10
Mountain View,CA,5,2758577.0,2019,10,2019-10
Palo Alto,CA,5,4070034.0,2019,10,2019-10
Foster City,CA,5,2168737.0,2019,10,2019-10
San Francisco,CA,5,2620276.0,2019,11,2019-11
Berkeley,CA,5,2009662.0,2019,11,2019-11
Mountain View,CA,5,2766961.0,2019,11,2019-11
Palo Alto,CA,5,4082838.0,2019,11,2019-11
Foster City,CA,5,2171060.0,2019,11,2019-11
San Francisco,CA,5,2659775.0,2019,12,2019-12
Berkeley,CA,5,2026318.0,2019,12,2019-12
Mountain View,CA,5,2778188.0,2019,12,2019-12
Palo Alto,CA,5,4095161.0,2019,12,2019-12
Foster City,CA,5,2165804.0,2019,12,2019-12
San Francisco,CA,5,2670116.0,2020,01,2020-01
Berkeley,CA,5,2050398.0,2020,01,2020-01
Mountain View,CA,5,2812392.0,2020,01,2020-01
Palo Alto,CA,5,4135994.0,2020,01,2020-01
Foster City,CA,5,2179357.0,2020,01,2020-01
San Francisco,CA,5,2676493.0,2020,02,2020-02
Berkeley,CA,5,2063253.0,2020,02,2020-02
Mountain View,CA,5,2851924.0,2020,02,2020-02
Palo Alto,CA,5,4191960.0,2020,02,2020-02
Foster City,CA,5,2175637.0,2020,02,2020-02
San Francisco,CA,5,2670979.0,2020,03,2020-03
Berkeley,CA,5,2072588.0,2020,03,2020-03
Mountain View,CA,5,2893139.0,2020,03,2020-03
Palo Alto,CA,5,4251984.0,2020,03,2020-03
Foster City,CA,5,2159527.0,2020,03,2020-03
San Francisco,CA,5,2673139.0,2020,04,2020-04
Berkeley,CA,5,2068149.0,2020,04,2020-04
Mountain View,CA,5,2913167.0,2020,04,2020-04
Palo Alto,CA,5,4284147.0,2020,04,2020-04
Foster City,CA,5,2135315.0,2020,04,2020-04
San Francisco,CA,5,2668076.0,2020,05,2020-05
Berkeley,CA,5,2059015.0,2020,05,2020-05
Mountain View,CA,5,2925614.0,2020,05,2020-05
Palo Alto,CA,5,4297771.0,2020,05,2020-05
Foster City,CA,5,2107656.0,2020,05,2020-05
San Francisco,CA,5,2660417.0,2020,06,2020-06
Berkeley,CA,5,2051065.0,2020,06,2020-06
Mountain View,CA,5,2943528.0,2020,06,2020-06
Palo Alto,CA,5,4323952.0,2020,06,2020-06
Foster City,CA,5,2105957.0,2020,06,2020-06
San Francisco,CA,5,2643604.0,2020,07,2020-07
Berkeley,CA,5,2064924.0,2020,07,2020-07
Mountain View,CA,5,2968575.0,2020,07,2020-07
Palo Alto,CA,5,4368306.0,2020,07,2020-07
Foster City,CA,5,2113693.0,2020,07,2020-07
San Francisco,CA,5,2638666.0,2020,08,2020-08
Berkeley,CA,5,2097054.0,2020,08,2020-08
Mountain View,CA,5,3012570.0,2020,08,2020-08
Palo Alto,CA,5,4438636.0,2020,08,2020-08
Foster City,CA,5,2141211.0,2020,08,2020-08
San Francisco,CA,5,2632931.0,2020,09,2020-09
Berkeley,CA,5,2128421.0,2020,09,2020-09
Mountain View,CA,5,3041458.0,2020,09,2020-09
Palo Alto,CA,5,4486104.0,2020,09,2020-09
Foster City,CA,5,2144922.0,2020,09,2020-09
San Francisco,CA,5,2619349.0,2020,10,2020-10
Berkeley,CA,5,2156339.0,2020,10,2020-10
Mountain View,CA,5,3083242.0,2020,10,2020-10
Palo Alto,CA,5,4532612.0,2020,10,2020-10
Foster City,CA,5,2157152.0,2020,10,2020-10
San Francisco,CA,5,2604101.0,2020,11,2020-11
Berkeley,CA,5,2183380.0,2020,11,2020-11
Mountain View,CA,5,3118133.0,2020,11,2020-11
Palo Alto,CA,5,4573402.0,2020,11,2020-11
Foster City,CA,5,2163620.0,2020,11,2020-11
San Francisco,CA,5,2589205.0,2020,12,2020-12
Berkeley,CA,5,2208761.0,2020,12,2020-12
Mountain View,CA,5,3157406.0,2020,12,2020-12
Palo Alto,CA,5,4619062.0,2020,12,2020-12
Foster City,CA,5,2176664.0,2020,12,2020-12
